-2.0934,-0.087266,0.2618,-0.49802,-1.0462,-0.087266,0.2618,-1.0728,NaN,NaN,NaN,NaN
-2.0654,-0.087266,0.17453,-0.45471,-1.0182,-0.087266,0.17453,-1.1161,-0.60197,0.091726,0.42321,-0.37855
2.0749,-0.087266,0.087266,-0.93471,3.1221,-0.087266,0.087266,-0.63608,0.75297,1.1741,1.2455,-0.78361
2.1169,-0.087266,0,-0.8895,3.1641,-0.087266,0,-0.6813,0.73582,1.1565,1.2292,-0.76366
2.1519,-0.087266,-0.087266,-0.84527,3.1991,-0.087266,-0.087266,-0.72552,0.71495,1.1281,1.1977,-0.75405
2.1797,-0.087266,-0.17453,-0.80198,3.2269,-0.087266,-0.17453,-0.76882,0.69384,1.112,1.1921,-0.73288
2.2007,-0.087266,-0.2618,-0.75951,3.2479,-0.087266,-0.2618,-0.81129,0.67622,1.0908,1.1693,-0.7218
2.2148,-0.087266,-0.34907,-0.71773,3.262,-0.087266,-0.34907,-0.85307,0.655,1.0725,1.1588,-0.70572
2.2223,-0.087266,-0.43633,-0.67646,3.2695,-0.087266,-0.43633,-0.89434,0.63687,1.0511,1.1386,-0.68882
2.2232,-0.087266,-0.5236,-0.63548,3.2704,-0.087266,-0.5236,-0.93531,0.62555,1.0335,1.1149,-0.66984
-2.1497,0,0.2618,-0.51996,-1.1025,0,0.2618,-1.0508,-0.53569,0.031652,0.25336,-0.20259
-2.1252,0,0.17453,-0.47707,-1.0781,0,0.17453,-1.0937,-0.54953,0.040583,0.27942,-0.36273
-2.0938,0,0.087266,-0.4333,-1.0466,0,0.087266,-1.1375,-0.70647,0.11574,0.57672,-0.23807
2.0554,0,0,-0.91205,3.1026,0,0,-0.65875,0.75839,1.1797,1.251,-0.78239
2.0938,0,-0.087266,-0.86731,3.141,0,-0.087266,-0.70349,0.74306,1.1622,1.2321,-0.77201
2.1252,0,-0.17453,-0.82353,3.1724,0,-0.17453,-0.74727,0.72673,1.1403,1.2051,-0.76295
2.1497,0,-0.2618,-0.78065,3.1969,0,-0.2618,-0.79015,0.70979,1.1255,1.1954,-0.75233
2.1672,0,-0.34907,-0.73853,3.2144,0,-0.34907,-0.83226,0.68879,1.1033,1.1749,-0.72417
2.178,0,-0.43633,-0.69703,3.2252,0,-0.43633,-0.87377,0.66926,1.0807,1.1516,-0.70822
2.1821,0,-0.5236,-0.65593,3.2293,0,-0.5236,-0.91487,0.64848,1.0472,1.1095,-0.68595
-2.2007,0.087266,0.2618,-0.5411,-1.1535,0.087266,0.2618,-1.0297,-0.49737,0.036031,0.23355,-0.15957
-2.1797,0.087266,0.17453,-0.49863,-1.1325,0.087266,0.17453,-1.0722,-0.54523,0.027041,0.25564,-0.27771
-2.1519,0.087266,0.087266,-0.45533,-1.1047,0.087266,0.087266,-1.1155,-0.61651,0.093212,0.45494,-0.3884
-2.1169,0.087266,0,-0.4111,-1.0697,0.087266,0,-1.1597,-0.73626,0.11258,0.60149,-0.06469
-2.0749,0.087266,-0.087266,-0.36589,-1.0277,0.087266,-0.087266,-1.2049,-0.72961,0.10244,0.57351,0.2968
2.0654,0.087266,-0.17453,-0.8459,3.1126,0.087266,-0.17453,-0.7249,0.75133,1.1697,1.2342,-0.77869
2.0934,0.087266,-0.2618,-0.80259,3.1406,0.087266,-0.2618,-0.76821,0.74435,1.1697,1.2427,-0.7604
2.1144,0.087266,-0.34907,-0.76011,3.1616,0.087266,-0.34907,-0.81069,0.71878,1.1272,1.1872,-0.74871
2.1287,0.087266,-0.43633,-0.71832,3.1759,0.087266,-0.43633,-0.85247,0.70971,1.1364,1.2119,-0.74688
2.1362,0.087266,-0.5236,-0.67705,3.1834,0.087266,-0.5236,-0.89375,0.68029,1.0838,1.1432,-0.71171
-2.2466,0.17453,0.2618,-0.56144,-1.1994,0.17453,0.2618,-1.0094,-0.46733,0.064251,0.27142,-0.12825
-2.229,0.17453,0.17453,-0.51936,-1.1818,0.17453,0.17453,-1.0514,-0.50286,0.033438,0.24097,-0.24074
-2.2045,0.17453,0.087266,-0.47653,-1.1573,0.17453,0.087266,-1.0943,-0.55296,0.045124,0.29369,-0.36441
-2.1731,0.17453,0,-0.43283,-1.1259,0.17453,0,-1.138,-0.68501,0.10604,0.54924,-0.23021
-2.1346,0.17453,-0.087266,-0.38818,-1.0874,0.17453,-0.087266,-1.1826,-0.72913,0.10864,0.58886,0.11625
-2.0891,0.17453,-0.17453,-0.34254,-1.0419,0.17453,-0.17453,-1.2283,-0.74637,0.10769,0.59457,0.29866
-2.0365,0.17453,-0.2618,-0.29595,-0.98931,0.17453,-0.2618,-1.2748,-0.76787,0.11821,0.63018,0.29266
2.0564,0.17453,-0.34907,-0.78246,3.1036,0.17453,-0.34907,-0.78834,0.74031,1.1578,1.2204,-0.77022
2.0742,0.17453,-0.43633,-0.74036,3.1214,0.17453,-0.43633,-0.83044,0.71713,1.1235,1.177,-0.73901
2.0852,0.17453,-0.5236,-0.69886,3.1324,0.17453,-0.5236,-0.87193,0.70272,1.1103,1.165,-0.72987
-2.2876,0.2618,0.2618,-0.58102,-1.2404,0.2618,0.2618,-0.98978,-0.40925,0.10225,0.30585,-0.098361
-2.2732,0.2618,0.17453,-0.53929,-1.226,0.2618,0.17453,-1.0315,-0.43774,0.078741,0.28163,-0.23308
-2.252,0.2618,0.087266,-0.4969,-1.2048,0.2618,0.087266,-1.0739,-0.51383,0.052509,0.29398,-0.31423
-2.224,0.2618,0,-0.45372,-1.1768,0.2618,0,-1.1171,-0.67186,0.11002,0.55517,-0.40099
-2.1889,0.2618,-0.087266,-0.40963,-1.1417,0.2618,-0.087266,-1.1612,-0.69302,0.12185,0.59282,-0.043284
-2.1469,0.2618,-0.17453,-0.3646,-1.0997,0.2618,-0.17453,-1.2062,-0.72725,0.12333,0.61688,0.29364
-2.0978,0.2618,-0.2618,-0.31862,-1.0506,0.2618,-0.2618,-1.2522,-0.69538,0.11959,0.57324,0.29506
-2.0417,0.2618,-0.34907,-0.27172,-0.99453,0.2618,-0.34907,-1.2991,-0.67913,0.1352,0.58286,0.29202
2.0144,0.2618,-0.43633,-0.76313,3.0616,0.2618,-0.43633,-0.80767,0.7438,1.1574,1.2065,-0.76358
2.0291,0.2618,-0.5236,-0.72137,3.0763,0.2618,-0.5236,-0.84942,0.72359,1.1339,1.1831,-0.75324
-2.3238,0.34907,0.2618,-0.59988,-1.2766,0.34907,0.2618,-0.97091,-0.3288,0.15733,0.35515,-0.10153
-2.3125,0.34907,0.17453,-0.55845,-1.2653,0.34907,0.17453,-1.0123,-0.37885,0.11892,0.31575,-0.19703
-2.2945,0.34907,0.087266,-0.51647,-1.2473,0.34907,0.087266,-1.0543,-0.43149,0.10359,0.33044,-0.3133
-2.2697,0.34907,0,-0.47377,-1.2225,0.34907,0,-1.097,-0.5101,0.10158,0.39673,-0.42784
-2.238,0.34907,-0.087266,-0.43026,-1.1908,0.34907,-0.087266,-1.1405,-0.65816,0.13873,0.60727,-0.20682
-2.1993,0.34907,-0.17453,-0.38584,-1.1521,0.34907,-0.17453,-1.185,-0.68666,0.11476,0.56984,0.14137
-2.1537,0.34907,-0.2618,-0.3405,-1.1065,0.34907,-0.2618,-1.2303,-0.6857,0.1289,0.58952,0.29161
-2.1011,0.34907,-0.34907,-0.29424,-1.0539,0.34907,-0.34907,-1.2766,-0.67778,0.12334,0.55521,0.30188
-2.0416,0.34907,-0.43633,-0.24714,-0.99437,0.34907,-0.43633,-1.3237,-0.6359,0.14103,0.55032,0.28754
-1.9753,0.34907,-0.5236,-0.19929,-0.9281,0.34907,-0.5236,-1.3715,-0.60766,0.15885,0.54696,0.29245
-2.3555,0.43633,0.2618,-0.6181,-1.3083,0.43633,0.2618,-0.9527,-0.051698,-0.34222,-0.99943,0.10618
-2.3471,0.43633,0.17453,-0.5769,-1.2999,0.43633,0.17453,-0.9939,-0.30564,0.16656,0.35545,-0.17606
-2.3322,0.43633,0.087266,-0.53527,-1.285,0.43633,0.087266,-1.0355,-0.35381,0.13767,0.33632,-0.27898
-2.3105,0.43633,0,-0.49304,-1.2633,0.43633,0,-1.0778,-0.41214,0.13431,0.38103,-0.40969
-2.282,0.43633,-0.087266,-0.45006,-1.2348,0.43633,-0.087266,-1.1207,-0.55779,0.16609,0.57203,-0.36345
-2.2466,0.43633,-0.17453,-0.40626,-1.1994,0.43633,-0.17453,-1.1645,-0.64349,0.16905,0.65603,-0.0084387
-2.2043,0.43633,-0.2618,-0.36158,-1.1571,0.43633,-0.2618,-1.2092,-0.64946,0.14646,0.60287,0.29649
-2.1551,0.43633,-0.34907,-0.31601,-1.1079,0.43633,-0.34907,-1.2548,-0.6246,0.13407,0.54091,0.29414
-2.099,0.43633,-0.43633,-0.26959,-1.0518,0.43633,-0.43633,-1.3012,-0.61779,0.14081,0.53499,0.28911
-2.0361,0.43633,-0.5236,-0.2224,-0.98891,0.43633,-0.5236,-1.3484,-0.61254,0.19158,0.61994,0.29257
-2.3829,0.5236,0.2618,-0.63575,-1.3357,0.5236,0.2618,-0.93505,-0.028662,-0.43156,-1.2421,0.24579
-2.3773,0.5236,0.17453,-0.59471,-1.3301,0.5236,0.17453,-0.97608,-0.12449,-0.015995,0.30781,-0.11869
-2.3652,0.5236,0.087266,-0.55338,-1.318,0.5236,0.087266,-1.0174,-0.25038,0.16797,0.31468,-0.25826
-2.3465,0.5236,0,-0.51155,-1.2993,0.5236,0,-1.0592,-0.31347,0.19107,0.42085,-0.3844
-2.3211,0.5236,-0.087266,-0.46909,-1.2739,0.5236,-0.087266,-1.1017,-0.41266,0.18808,0.49668,-0.47198
-2.2889,0.5236,-0.17453,-0.42589,-1.2417,0.5236,-0.17453,-1.1449,-0.56516,0.21767,0.68466,-0.18746
-2.2498,0.5236,-0.2618,-0.38186,-1.2026,0.5236,-0.2618,-1.1889,-0.59665,0.18257,0.64098,0.15852
-2.2039,0.5236,-0.34907,-0.33699,-1.1567,0.5236,-0.34907,-1.2338,-0.61012,0.17147,0.61919,0.30142
-2.1512,0.5236,-0.43633,-0.2913,-1.104,0.5236,-0.43633,-1.2795,-0.58273,0.14632,0.52486,0.29403
-2.0916,0.5236,-0.5236,-0.24483,-1.0444,0.5236,-0.5236,-1.326,-0.59598,0.18074,0.586,0.29269
-2.406,0.61087,0.2618,-0.65293,-1.3589,0.61087,0.2618,-0.91787,-0.033115,-0.4118,-1.2217,0.23286
-2.4032,0.61087,0.17453,-0.61198,-1.356,0.61087,0.17453,-0.95882,-0.030953,-0.42027,0.055539,-0.22739
-2.3939,0.61087,0.087266,-0.57087,-1.3467,0.61087,0.087266,-0.99993,-0.027785,-0.43222,0.024077,-0.25391
-2.378,0.61087,0,-0.5294,-1.3308,0.61087,0,-1.0414,-0.23416,0.2121,0.39883,-0.31882
-2.3556,0.61087,-0.087266,-0.48741,-1.3084,0.61087,-0.087266,-1.0834,-0.32362,0.21306,0.47168,-0.47127
-2.3264,0.61087,-0.17453,-0.44477,-1.2792,0.61087,-0.17453,-1.126,-0.4525,0.26889,0.69824,-0.30258
-2.2905,0.61087,-0.2618,-0.40139,-1.2433,0.61087,-0.2618,-1.1694,-0.52534,0.23649,0.68775,0.017649
