1.8933,-2.0934,-0.087266,0.2618,-0.49802,-30,-1.0462,-0.087266,0.2618,-1.0728,NaN,NaN,NaN,NaN
1.9092,-2.0654,-0.087266,0.17453,-0.45471,-30,-1.0182,-0.087266,0.17453,-1.1161,-0.63946,0.12257,0.51977,-0.38736
-1.6638,2.0749,-0.087266,0.087266,-0.93471,-30,3.1221,-0.087266,0.087266,-0.63608,0.75779,1.1826,1.2595,-0.80584
-1.6638,2.1169,-0.087266,0,-0.8895,-30,3.1641,-0.087266,0,-0.6813,0.74235,1.1646,1.2392,-0.7916
-1.6556,2.1519,-0.087266,-0.087266,-0.84527,-30,3.1991,-0.087266,-0.087266,-0.72552,0.72798,1.1492,1.2261,-0.7765
-1.6396,2.1797,-0.087266,-0.17453,-0.80198,-30,3.2269,-0.087266,-0.17453,-0.76882,0.71881,1.1518,1.241,-0.75611
-1.6157,2.2007,-0.087266,-0.2618,-0.75951,-30,3.2479,-0.087266,-0.2618,-0.81129,0.69056,1.0998,1.1689,-0.74375
-1.5844,2.2148,-0.087266,-0.34907,-0.71773,-30,3.262,-0.087266,-0.34907,-0.85307,0.65919,1.0659,1.1384,-0.70148
-1.5458,2.2223,-0.087266,-0.43633,-0.67646,-30,3.2695,-0.087266,-0.43633,-0.89434,0.65684,1.0646,1.1401,-0.71683
-1.5004,2.2232,-0.087266,-0.5236,-0.63548,-30,3.2704,-0.087266,-0.5236,-0.93531,0.62643,1.0331,1.1131,-0.6961
1.8842,-2.1497,0,0.2618,-0.51996,-30,-1.1025,0,0.2618,-1.0508,-0.53366,0.027624,0.23997,-0.23028
1.9042,-2.1252,0,0.17453,-0.47707,-30,-1.0781,0,0.17453,-1.0937,-0.55702,0.032495,0.26928,-0.35813
1.9163,-2.0938,0,0.087266,-0.4333,-30,-1.0466,0,0.087266,-1.1375,-0.72207,0.098023,0.55586,-0.25021
-1.6669,2.0554,0,0,-0.91205,-30,3.1026,0,0,-0.65875,0.75973,1.1802,1.2501,-0.78336
-1.6629,2.0938,0,-0.087266,-0.86731,-30,3.141,0,-0.087266,-0.70349,0.75082,1.1748,1.25,-0.79559
-1.6508,2.1252,0,-0.17453,-0.82353,-30,3.1724,0,-0.17453,-0.74727,0.74215,1.1696,1.2485,-0.79061
-1.6308,2.1497,0,-0.2618,-0.78065,-30,3.1969,0,-0.2618,-0.79015,0.72029,1.1381,1.2096,-0.76828
-1.6032,2.1672,0,-0.34907,-0.73853,-30,3.2144,0,-0.34907,-0.83226,0.70173,1.1205,1.1962,-0.74774
-1.5682,2.178,0,-0.43633,-0.69703,-30,3.2252,0,-0.43633,-0.87377,0.69126,1.1143,1.1967,-0.73591
-1.5262,2.1821,0,-0.5236,-0.65593,-30,3.2293,0,-0.5236,-0.91487,0.66362,1.0774,1.1526,-0.72357
1.8691,-2.2007,0.087266,0.2618,-0.5411,-30,-1.1535,0.087266,0.2618,-1.0297,-0.49884,0.049842,0.26367,-0.15414
1.893,-2.1797,0.087266,0.17453,-0.49863,-30,-1.1325,0.087266,0.17453,-1.0722,-0.51876,0.039703,0.25758,-0.28871
1.9091,-2.1519,0.087266,0.087266,-0.45533,-30,-1.1047,0.087266,0.087266,-1.1155,-0.62062,0.09003,0.45248,-0.38412
1.9172,-2.1169,0.087266,0,-0.4111,-30,-1.0697,0.087266,0,-1.1597,-0.76083,0.12385,0.64759,-0.086312
1.9172,-2.0749,0.087266,-0.087266,-0.36589,-30,-1.0277,0.087266,-0.087266,-1.2049,-0.816,0.086444,0.61771,0.29466
-1.6558,2.0654,0.087266,-0.17453,-0.8459,-30,3.1126,0.087266,-0.17453,-0.7249,0.75697,1.1825,1.2555,-0.8042
-1.6398,2.0934,0.087266,-0.2618,-0.80259,-30,3.1406,0.087266,-0.2618,-0.76821,0.74581,1.1669,1.2351,-0.78885
-1.6161,2.1144,0.087266,-0.34907,-0.76011,-30,3.1616,0.087266,-0.34907,-0.81069,0.7274,1.1445,1.2122,-0.77142
-1.5849,2.1287,0.087266,-0.43633,-0.71832,-30,3.1759,0.087266,-0.43633,-0.85247,0.71119,1.1277,1.1954,-0.75764
-1.5464,2.1362,0.087266,-0.5236,-0.67705,-30,3.1834,0.087266,-0.5236,-0.89375,0.70141,1.1297,1.2108,-0.73922
1.8481,-2.2466,0.17453,0.2618,-0.56144,-30,-1.1994,0.17453,0.2618,-1.0094,-0.46437,0.067431,0.27775,-0.12573
1.8757,-2.229,0.17453,0.17453,-0.51936,-30,-1.1818,0.17453,0.17453,-1.0514,-0.59163,0.0017939,0.24148,-0.21084
1.8957,-2.2045,0.17453,0.087266,-0.47653,-30,-1.1573,0.17453,0.087266,-1.0943,-0.5597,0.036146,0.2947,-0.36919
1.9078,-2.1731,0.17453,0,-0.43283,-30,-1.1259,0.17453,0,-1.138,-0.68372,0.10191,0.54002,-0.2361
1.9119,-2.1346,0.17453,-0.087266,-0.38818,-30,-1.0874,0.17453,-0.087266,-1.1826,-0.72851,0.12079,0.61475,0.10018
1.908,-2.0891,0.17453,-0.17453,-0.34254,-30,-1.0419,0.17453,-0.17453,-1.2283,-0.72169,0.087826,0.53299,0.2978
1.8961,-2.0365,0.17453,-0.2618,-0.29595,-30,-0.98931,0.17453,-0.2618,-1.2748,-0.76937,0.11277,0.61985,0.29487
-1.623,2.0564,0.17453,-0.34907,-0.78246,-30,3.1036,0.17453,-0.34907,-0.78834,0.7473,1.1681,1.2336,-0.79189
-1.5956,2.0742,0.17453,-0.43633,-0.74036,-30,3.1214,0.17453,-0.43633,-0.83044,0.74516,1.1691,1.2381,-0.76913
-1.5609,2.0852,0.17453,-0.5236,-0.69886,-30,3.1324,0.17453,-0.5236,-0.87193,0.70669,1.1205,1.1754,-0.73131
1.8214,-2.2876,0.2618,0.2618,-0.58102,-30,-1.2404,0.2618,0.2618,-0.98978,-0.38018,0.12251,0.324,-0.12323
1.8525,-2.2732,0.2618,0.17453,-0.53929,-30,-1.226,0.2618,0.17453,-1.0315,-0.43125,0.078178,0.27498,-0.23808
1.8763,-2.252,0.2618,0.087266,-0.4969,-30,-1.2048,0.2618,0.087266,-1.0739,-0.49937,0.067502,0.31568,-0.32675
1.8923,-2.224,0.2618,0,-0.45372,-30,-1.1768,0.2618,0,-1.1171,-0.6726,0.095182,0.52537,-0.40147
1.9004,-2.1889,0.2618,-0.087266,-0.40963,-30,-1.1417,0.2618,-0.087266,-1.1612,-0.67404,0.11721,0.56732,-0.065428
1.9006,-2.1469,0.2618,-0.17453,-0.3646,-30,-1.0997,0.2618,-0.17453,-1.2062,-0.73205,0.10712,0.58558,0.29432
1.8928,-2.0978,0.2618,-0.2618,-0.31862,-30,-1.0506,0.2618,-0.2618,-1.2522,-0.70293,0.096931,0.52989,0.29955
1.8771,-2.0417,0.2618,-0.34907,-0.27172,-30,-0.99453,0.2618,-0.34907,-1.2991,-0.72079,0.12201,0.58428,0.30189
-1.6003,2.0144,0.2618,-0.43633,-0.76313,-30,3.0616,0.2618,-0.43633,-0.80767,0.75667,1.18,1.241,-0.79012
-1.5695,2.0291,0.2618,-0.5236,-0.72137,-30,3.0763,0.2618,-0.5236,-0.84942,0.74991,1.1742,1.2387,-0.78398
1.7892,-2.3238,0.34907,0.2618,-0.59988,-30,-1.2766,0.34907,0.2618,-0.97091,-0.31569,0.14548,0.31668,-0.092011
1.8238,-2.3125,0.34907,0.17453,-0.55845,-30,-1.2653,0.34907,0.17453,-1.0123,-0.35962,0.12946,0.3236,-0.21191
1.851,-2.2945,0.34907,0.087266,-0.51647,-30,-1.2473,0.34907,0.087266,-1.0543,-0.44057,0.092817,0.31433,-0.31584
1.8708,-2.2697,0.34907,0,-0.47377,-30,-1.2225,0.34907,0,-1.097,-0.49505,0.091414,0.36141,-0.42797
1.8828,-2.238,0.34907,-0.087266,-0.43026,-30,-1.1908,0.34907,-0.087266,-1.1405,-0.68461,0.13079,0.61132,-0.21749
1.887,-2.1993,0.34907,-0.17453,-0.38584,-30,-1.1521,0.34907,-0.17453,-1.185,-0.69014,0.13173,0.61082,0.13163
1.8833,-2.1537,0.34907,-0.2618,-0.3405,-30,-1.1065,0.34907,-0.2618,-1.2303,-0.66428,0.092607,0.49256,0.29336
1.8717,-2.1011,0.34907,-0.34907,-0.29424,-30,-1.0539,0.34907,-0.34907,-1.2766,-0.65285,0.10233,0.4916,0.29028
1.8524,-2.0416,0.34907,-0.43633,-0.24714,-30,-0.99437,0.34907,-0.43633,-1.3237,-0.67758,0.13978,0.57765,0.29783
1.8255,-1.9753,0.34907,-0.5236,-0.19929,-30,-0.9281,0.34907,-0.5236,-1.3715,-0.64934,0.13268,0.52418,0.29489
1.7519,-2.3555,0.43633,0.2618,-0.6181,-30,-1.3083,0.43633,0.2618,-0.9527,-0.056818,-0.3325,-0.97256,0.10301
1.7896,-2.3471,0.43633,0.17453,-0.5769,-30,-1.2999,0.43633,0.17453,-0.9939,-0.29347,0.16807,0.34883,-0.15882
1.8202,-2.3322,0.43633,0.087266,-0.53527,-30,-1.285,0.43633,0.087266,-1.0355,-0.34434,0.14329,0.34139,-0.29389
1.8436,-2.3105,0.43633,0,-0.49304,-30,-1.2633,0.43633,0,-1.0778,-0.40667,0.13765,0.38416,-0.42084
1.8594,-2.282,0.43633,-0.087266,-0.45006,-30,-1.2348,0.43633,-0.087266,-1.1207,-0.5361,0.17424,0.57601,-0.36319
1.8675,-2.2466,0.43633,-0.17453,-0.40626,-30,-1.1994,0.43633,-0.17453,-1.1645,-0.64777,0.16053,0.6403,-0.025141
1.8677,-2.2043,0.43633,-0.2618,-0.36158,-30,-1.1571,0.43633,-0.2618,-1.2092,-0.66257,0.14148,0.60226,0.2939
1.8602,-2.1551,0.43633,-0.34907,-0.31601,-30,-1.1079,0.43633,-0.34907,-1.2548,-0.671,0.12086,0.54757,0.29301
1.845,-2.099,0.43633,-0.43633,-0.26959,-30,-1.0518,0.43633,-0.43633,-1.3012,-0.66956,0.12476,0.53539,0.29872
1.8222,-2.0361,0.43633,-0.5236,-0.2224,-30,-0.98891,0.43633,-0.5236,-1.3484,-0.60468,0.17623,0.58132,0.29593
1.7096,-2.3829,0.5236,0.2618,-0.63575,-30,-1.3357,0.5236,0.2618,-0.93505,-0.028276,-0.43066,-1.2403,0.23867
1.7503,-2.3773,0.5236,0.17453,-0.59471,-30,-1.3301,0.5236,0.17453,-0.97608,-0.11869,-0.010351,0.31006,-0.12873
1.7841,-2.3652,0.5236,0.087266,-0.55338,-30,-1.318,0.5236,0.087266,-1.0174,-0.26611,0.1722,0.33613,-0.24657
1.8109,-2.3465,0.5236,0,-0.51155,-30,-1.2993,0.5236,0,-1.0592,-0.33296,0.17259,0.39295,-0.37453
1.8303,-2.3211,0.5236,-0.087266,-0.46909,-30,-1.2739,0.5236,-0.087266,-1.1017,-0.40348,0.19299,0.50066,-0.46634
